Code,Wilaya,Moughataa,Commune,GPS Latitude,GPS Longitude
10,Guidimagha,Sélibaby,Arr,,
10,Guidimagha,Sélibaby,Arr,,
10,Guidimagha,Sélibaby,Arr,,
10,Guidimagha,Sélibaby,Arr,,
10,Guidimagha,Sélibaby,Arr,,
10,Guidimagha,Sélibaby,Arr,,
10,Guidimagha,Sélibaby,Arr,,
10,Guidimagha,Sélibaby,Arr,,
10,Guidimagha,Sélibaby,Arr,,
10,Guidimagha,Sélibaby,Arr,,
10,Guidimagha,Sélibaby,Arr,,
10,Guidimagha,Sélibaby,Arr,,
10,Guidimagha,Sélibaby,Ejar,,
10,Guidimagha,Sélibaby,Ejar,,
10,Guidimagha,Sélibaby,Ejar,,
10,Guidimagha,Sélibaby,Ejar,,
10,Guidimagha,Sélibaby,Ejar,,
10,Guidimagha,Sélibaby,Ejar,,
10,Guidimagha,Sélibaby,Ejar,,
10,Guidimagha,Sélibaby,Ejar,,
10,Guidimagha,Sélibaby,Ejar,,
10,Guidimagha,Sélibaby,Ejar,,
10,Guidimagha,Sélibaby,Ejar,,
10,Guidimagha,Sélibaby,Ejar,,
10,Guidimagha,Sélibaby,Arr,,
10,Guidimagha,Sélibaby,Arr,,
10,Guidimagha,Sélibaby,Arr,,
10,Guidimagha,Sélibaby,Arr,,
10,Guidimagha,Sélibaby,Arr,,
10,Guidimagha,Sélibaby,Arr,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Arr,,
10,Guidimagha,Sélibaby,Arr,,
10,Guidimagha,Sélibaby,Arr,,
10,Guidimagha,Sélibaby,Arr,,
10,Guidimagha,Sélibaby,Arr,,
10,Guidimagha,Sélibaby,Arr,,
2,Hodh El Gharbi,Tintane,Egharghar,,
2,Hodh El Gharbi,Tintane,Egharghar,,
2,Hodh El Gharbi,Tintane,Egharghar,,
2,Hodh El Gharbi,Tintane,Egharghar,,
2,Hodh El Gharbi,Tintane,Egharghar,,
2,Hodh El Gharbi,Tintane,Egharghar,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Wompou,,
10,Guidimagha,Sélibaby,Sélibaby,,
10,Guidimagha,Sélibaby,Sélibaby,,
10,Guidimagha,Sélibaby,Sélibaby,,
10,Guidimagha,Sélibaby,Sélibaby,,
10,Guidimagha,Sélibaby,Sélibaby,,
10,Guidimagha,Sélibaby,Sélibaby,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
9,Tagant,Tidjikja,Lehsira,,
9,Tagant,Tidjikja,Lehsira,,
9,Tagant,Tidjikja,Lehsira,,
9,Tagant,Tidjikja,Lehsira,,
9,Tagant,Tidjikja,Lehsira,,
9,Tagant,Tidjikja,Lehsira,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
10,Guidimagha,Sélibaby,Hassi Chegar,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
9,Tagant,Tidjikja,Lehsira,,
9,Tagant,Tidjikja,Lehsira,,
9,Tagant,Tidjikja,Lehsira,,
9,Tagant,Tidjikja,Lehsira,,
9,Tagant,Tidjikja,Lehsira,,
9,Tagant,Tidjikja,Lehsira,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
3,Assaba,Kankoussa,Kankoussa,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
10,Guidimagha,Sélibaby,Tachout,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
10,Guidimagha,Sélibaby,Ould M'Bonny,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Sani,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
5,Brakna,Aleg,Bouhdide,,
5,Brakna,Aleg,Bouhdide,,
5,Brakna,Aleg,Bouhdide,,
5,Brakna,Aleg,Bouhdide,,
5,Brakna,Aleg,Bouhdide,,
5,Brakna,Aleg,Bouhdide,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
10,Guidimagha,Ould Yengé,Bouanz,,
10,Guidimagha,Ould Yengé,Bouanz,,
10,Guidimagha,Ould Yengé,Bouanz,,
10,Guidimagha,Ould Yengé,Bouanz,,
10,Guidimagha,Ould Yengé,Bouanz,,
10,Guidimagha,Ould Yengé,Bouanz,,
10,Guidimagha,Ould Yengé,Bouanz,,
10,Guidimagha,Ould Yengé,Bouanz,,
10,Guidimagha,Ould Yengé,Bouanz,,
10,Guidimagha,Ould Yengé,Bouanz,,
10,Guidimagha,Ould Yengé,Bouanz,,
10,Guidimagha,Ould Yengé,Bouanz,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
6,Trarza,Mederdra,El Khat,,
6,Trarza,Mederdra,El Khat,,
6,Trarza,Mederdra,El Khat,,
6,Trarza,Mederdra,El Khat,,
6,Trarza,Mederdra,El Khat,,
6,Trarza,Mederdra,El Khat,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Blajmil,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
3,Assaba,Kankoussa,Hamed,,
